"AÑO","CODIGOAP","CODIGOPROGRAMA","CODIGOINCISO","CODIGOUNIDADEJECUTORA","ASIGNACION","EJECUCION","PFI","CODIGOTEMA","CODIGOSUBTEMA"
"2016","8","351","26","30","18042185","18042185","Funcionamiento","8","351"
"2016","8","351","26","30","9609992","9609992","Inversión","8","351"
"2016","8","351","26","30","57030091","57030091","Personal","8","351"
"2017","8","347","26","30","6296004","288134","Funcionamiento","8","347"
"2017","8","347","26","30","6938341","6463500","Personal","8","347"
"2017","8","348","26","30","975728","975728","Funcionamiento","8","348"
"2017","8","348","26","30","67100","67100","Inversión","8","348"
"2017","8","348","26","30","6244164","6244164","Personal","8","348"
"2017","8","349","26","30","2778108","2778108","Personal","8","349"
"2017","8","351","26","30","31135858","31135858","Funcionamiento","8","351"
"2017","8","351","26","30","8357899","8357899","Inversión","8","351"
"2017","8","351","26","30","86688446","86443820","Personal","8","351"
"2018","8","347","26","30","3263927","0","Funcionamiento","8","347"
"2018","8","347","26","30","12528099","0","Personal","8","347"
"2018","8","348","26","30","1995714","0","Funcionamiento","8","348"
"2018","8","348","26","30","6861607","0","Personal","8","348"
"2018","8","349","26","30","3872309","0","Personal","8","349"
"2018","8","351","26","30","35067447","0","Funcionamiento","8","351"
"2018","8","351","26","30","13762831","0","Inversión","8","351"
"2018","8","351","26","30","96901350","0","Personal","8","351"
"2019","8","347","26","30","701333","0","Funcionamiento","8","347"
"2019","8","347","26","30","2688695","0","Personal","8","347"
"2019","8","348","26","30","362398","0","Funcionamiento","8","348"
"2019","8","348","26","30","431558","0","Personal","8","348"
"2019","8","349","26","30","2883101","0","Personal","8","349"
"2019","8","351","26","30","14280016","0","Funcionamiento","8","351"
"2019","8","351","26","30","1146200","0","Inversión","8","351"
"2019","8","351","26","30","75250223","0","Personal","8","351"
"2016","8","347","26","31","9699766","9699766","Funcionamiento","8","347"
"2016","8","347","26","31","192720","192720","Inversión","8","347"
"2016","8","347","26","31","81450007","79054517","Personal","8","347"
"2016","8","348","26","31","1462977","1462977","Funcionamiento","8","348"
"2016","8","348","26","31","1272184","1272184","Inversión","8","348"
"2016","8","348","26","31","3962902","3962902","Personal","8","348"
"2016","8","349","26","31","42413","42413","Inversión","8","349"
"2016","8","349","26","31","2911601","2911601","Personal","8","349"
"2016","8","351","26","31","16754792","16754792","Funcionamiento","8","351"
"2016","8","351","26","31","13153648","13152003","Inversión","8","351"
"2016","8","351","26","31","57906051","57906051","Personal","8","351"
"2017","8","347","26","31","8078013","2080354","Funcionamiento","8","347"
"2017","8","347","26","31","36149406","34417314","Personal","8","347"
"2017","8","348","26","31","2440226","2440226","Funcionamiento","8","348"
"2017","8","348","26","31","523653","523653","Inversión","8","348"
"2017","8","348","26","31","4705866","4705866","Personal","8","348"
"2017","8","349","26","31","5452578","5452578","Personal","8","349"
"2017","8","351","26","31","32813096","32806519","Funcionamiento","8","351"
"2017","8","351","26","31","15309040","15299949","Inversión","8","351"
"2017","8","351","26","31","171714432","171714432","Personal","8","351"
"2018","8","347","26","31","795367","0","Funcionamiento","8","347"
"2018","8","347","26","31","20547785","0","Personal","8","347"
"2018","8","348","26","31","3772442","0","Funcionamiento","8","348"
"2018","8","348","26","31","4549341","0","Inversión","8","348"
"2018","8","348","26","31","6998354","0","Personal","8","348"
"2018","8","349","26","31","7278845","0","Personal","8","349"
"2018","8","351","26","31","40388910","0","Funcionamiento","8","351"
"2018","8","351","26","31","18130694","0","Inversión","8","351"
"2018","8","351","26","31","215727325","0","Personal","8","351"
"2018","8","352","26","31","1224072","0","Inversión","8","352"
"2019","8","347","26","31","829455","0","Funcionamiento","8","347"
"2019","8","347","26","31","2062057","0","Personal","8","347"
"2019","8","348","26","31","1616263","0","Funcionamiento","8","348"
"2019","8","348","26","31","1013743","0","Personal","8","348"
"2019","8","349","26","31","5052752","0","Personal","8","349"
"2019","8","351","26","31","16524499","0","Funcionamiento","8","351"
"2019","8","351","26","31","4417669","0","Inversión","8","351"
"2019","8","351","26","31","164043712","0","Personal","8","351"
"2013","8","347","26","25","1","0","Personal","8","347"
"2014","8","347","26","25","8937917","8914714","Funcionamiento","8","347"
"2014","8","347","26","25","6204383","6204380","Inversión","8","347"
"2014","8","347","26","25","113725636","113451728","Personal","8","347"
"2014","8","348","26","25","527444","527417","Funcionamiento","8","348"
"2014","8","348","26","25","80279","80279","Inversión","8","348"
"2014","8","348","26","25","7075689","7075689","Personal","8","348"
"2014","8","349","26","25","1465948","1465948","Personal","8","349"
"2014","8","351","26","25","34404","34399","Funcionamiento","8","351"
"2014","8","351","26","25","2750499","2750499","Personal","8","351"
"2015","8","347","26","25","10172859","10159132","Funcionamiento","8","347"
"2015","8","347","26","25","4896532","4896528","Inversión","8","347"
"2015","8","347","26","25","131715623","130451993","Personal","8","347"
"2015","8","348","26","25","433820","433813","Funcionamiento","8","348"
"2015","8","348","26","25","1216595","1216586","Inversión","8","348"
"2015","8","348","26","25","8373535","8373535","Personal","8","348"
"2015","8","349","26","25","1488877","1488877","Personal","8","349"
"2015","8","351","26","25","2017437","2017437","Personal","8","351"
"2016","8","347","26","25","13401465","13110763","Funcionamiento","8","347"
"2016","8","347","26","25","7472029","7472029","Inversión","8","347"
"2016","8","347","26","25","153715619","150695080","Personal","8","347"
"2016","8","348","26","25","1035059","1035059","Funcionamiento","8","348"
"2016","8","348","26","25","307845","307845","Inversión","8","348"
"2016","8","348","26","25","13887131","13887131","Personal","8","348"
"2016","8","349","26","25","2264051","2264051","Personal","8","349"
"2016","8","351","26","25","25574","25574","Funcionamiento","8","351"
"2016","8","351","26","25","14685","14685","Personal","8","351"
"2017","8","347","26","25","19471719","19471686","Funcionamiento","8","347"
"2017","8","347","26","25","7235198","7235198","Inversión","8","347"
"2017","8","347","26","25","177814980","176194383","Personal","8","347"
"2017","8","348","26","25","1829208","1829208","Funcionamiento","8","348"
"2017","8","348","26","25","137619","137619","Inversión","8","348"
"2017","8","348","26","25","13888424","13888424","Personal","8","348"
"2017","8","349","26","25","3232132","3232132","Personal","8","349"
"2018","8","347","26","25","17617397","0","Funcionamiento","8","347"
"2018","8","347","26","25","4479912","0","Inversión","8","347"
"2018","8","347","26","25","200842082","0","Personal","8","347"
"2018","8","348","26","25","1818191","0","Funcionamiento","8","348"
"2018","8","348","26","25","1529383","0","Inversión","8","348"
"2018","8","348","26","25","15616312","0","Personal","8","348"
"2018","8","349","26","25","4398969","0","Personal","8","349"
"2018","8","351","26","25","641737","0","Funcionamiento","8","351"
"2018","8","351","26","25","6340","0","Inversión","8","351"
"2018","8","351","26","25","1504727","0","Personal","8","351"
"2019","8","347","26","25","6393075","0","Funcionamiento","8","347"
"2019","8","347","26","25","4492426","0","Inversión","8","347"
"2019","8","347","26","25","131096264","0","Personal","8","347"
"2019","8","348","26","25","132901","0","Funcionamiento","8","348"
"2019","8","348","26","25","3635","0","Inversión","8","348"
"2019","8","348","26","25","1260000","0","Personal","8","348"
"2019","8","349","26","25","3066512","0","Personal","8","349"
"2019","8","351","26","25","303344","0","Funcionamiento","8","351"
"2019","8","351","26","25","290000","0","Personal","8","351"
"2011","8","347","26","901","337210931","326245686","Funcionamiento","8","347"
"2011","8","347","26","901","104317567","104315745","Inversión","8","347"
"2011","8","347","26","901","3209652636","3157005708","Personal","8","347"
"2011","8","348","26","901","26448130","26445498","Funcionamiento","8","348"
"2011","8","348","26","901","88353836","88353836","Inversión","8","348"
"2011","8","348","26","901","151954536","151771522","Personal","8","348"
"2011","8","349","26","901","46200","46200","Funcionamiento","8","349"
"2011","8","349","26","901","956499","956499","Inversión","8","349"
"2011","8","349","26","901","25665892","25656296","Personal","8","349"
"2011","8","351","26","901","1653008","1653008","Funcionamiento","8","351"
"2011","8","351","26","901","4651677","4651677","Inversión","8","351"
"2011","8","351","26","901","4178111","4178111","Personal","8","351"
"2011","8","352","26","901","47726","47726","Funcionamiento","8","352"
"2011","8","352","26","901","107580195","107580195","Inversión","8","352"
"2012","8","347","26","901","364818681","363175373","Funcionamiento","8","347"
"2012","8","347","26","901","73895877","73884966","Inversión","8","347"
"2012","8","347","26","901","3632540612","3565459022","Personal","8","347"
"2012","8","348","26","901","22895854","22893079","Funcionamiento","8","348"
"2012","8","348","26","901","61385231","60797345","Inversión","8","348"
"2012","8","348","26","901","175492487","175308240","Personal","8","348"
"2012","8","349","26","901","437228","437228","Inversión","8","349"
"2012","8","349","26","901","25775686","25774546","Personal","8","349"
"2012","8","351","26","901","1060355","1060355","Funcionamiento","8","351"
"2012","8","351","26","901","4024665","4024665","Inversión","8","351"
"2012","8","351","26","901","13440472","13440472","Personal","8","351"
"2012","8","352","26","901","2310753","2310753","Funcionamiento","8","352"
"2012","8","352","26","901","105479411","105479410","Inversión","8","352"
"2012","8","352","26","901","99102","99102","Personal","8","352"
"2013","8","347","26","901","392153299","390075460","Funcionamiento","8","347"
"2013","8","347","26","901","81190395","81190322","Inversión","8","347"
"2013","8","347","26","901","4029368699","3952126605","Personal","8","347"
"2013","8","348","26","901","29132509","29131169","Funcionamiento","8","348"
"2013","8","348","26","901","67252082","67095738","Inversión","8","348"
"2013","8","348","26","901","161781237","159109365","Personal","8","348"
"2013","8","349","26","901","217497","217497","Funcionamiento","8","349"
"2013","8","349","26","901","1371748","1371748","Inversión","8","349"
"2013","8","349","26","901","25646753","25645613","Personal","8","349"
"2013","8","350","26","901","96891","96891","Personal","8","350"
"2013","8","351","26","901","3134700","3134700","Funcionamiento","8","351"
"2013","8","351","26","901","11277406","11277406","Inversión","8","351"
"2013","8","351","26","901","23670557","23670557","Personal","8","351"
"2013","8","352","26","901","91637","91637","Funcionamiento","8","352"
"2013","8","352","26","901","40371360","40371359","Inversión","8","352"
"2013","8","352","26","901","29528","29528","Personal","8","352"
"2014","8","347","26","901","440591573","439245624","Funcionamiento","8","347"
"2014","8","347","26","901","107463382","107463377","Inversión","8","347"
"2014","8","347","26","901","4522211366","4457861428","Personal","8","347"
"2014","8","348","26","901","30317771","30317148","Funcionamiento","8","348"
"2014","8","348","26","901","82441928","82186888","Inversión","8","348"
"2014","8","348","26","901","172261316","172261313","Personal","8","348"
"2014","8","349","26","901","404834","404834","Funcionamiento","8","349"
"2014","8","349","26","901","1669721","1669719","Inversión","8","349"
"2014","8","349","26","901","40343224","40341982","Personal","8","349"
"2014","8","351","26","901","4808000","4807999","Funcionamiento","8","351"
"2014","8","351","26","901","5565065","5563970","Inversión","8","351"
"2014","8","351","26","901","40550086","40550086","Personal","8","351"
"2014","8","352","26","901","79300","79300","Funcionamiento","8","352"
"2014","8","352","26","901","22999041","22999041","Inversión","8","352"
"2014","8","352","26","901","106748","106748","Personal","8","352"
"2015","8","347","26","901","499576245","498737572","Funcionamiento","8","347"
"2015","8","347","26","901","122085228","122070386","Inversión","8","347"
"2015","8","347","26","901","4905461003","4826481595","Personal","8","347"
"2015","8","348","26","901","33221050","33209154","Funcionamiento","8","348"
"2015","8","348","26","901","92454852","92401712","Inversión","8","348"
"2015","8","348","26","901","166853460","166853460","Personal","8","348"
"2015","8","349","26","901","129434","129434","Funcionamiento","8","349"
"2015","8","349","26","901","605085","605084","Inversión","8","349"
"2015","8","349","26","901","41795655","41794515","Personal","8","349"
"2015","8","351","26","901","3232377","3232377","Funcionamiento","8","351"
"2015","8","351","26","901","2550270","2550270","Inversión","8","351"
"2015","8","351","26","901","45188278","45188278","Personal","8","351"
"2015","8","352","26","901","147063","147063","Funcionamiento","8","352"
"2015","8","352","26","901","21534769","21534769","Inversión","8","352"
"2015","8","352","26","901","139001","139001","Personal","8","352"
"2016","8","347","26","901","584686480","580143364","Funcionamiento","8","347"
"2016","8","347","26","901","111205622","111205136","Inversión","8","347"
"2016","8","347","26","901","5661229977","5580146603","Personal","8","347"
"2016","8","348","26","901","53863451","53863449","Funcionamiento","8","348"
"2016","8","348","26","901","84732264","84732246","Inversión","8","348"
"2016","8","348","26","901","177835863","177269625","Personal","8","348"
"2016","8","349","26","901","245862","245862","Funcionamiento","8","349"
"2016","8","349","26","901","708438","708438","Inversión","8","349"
"2016","8","349","26","901","68311242","68311242","Personal","8","349"
"2016","8","351","26","901","2917884","2917884","Funcionamiento","8","351"
"2016","8","351","26","901","854018","854018","Inversión","8","351"
"2016","8","351","26","901","65094301","64418803","Personal","8","351"
"2016","8","352","26","901","162000","162000","Funcionamiento","8","352"
"2016","8","352","26","901","6126055","6126055","Inversión","8","352"
"2017","8","347","26","901","603847727","581079944","Funcionamiento","8","347"
"2017","8","347","26","901","113316666","113313669","Inversión","8","347"
"2017","8","347","26","901","6410811023","6328708923","Personal","8","347"
"2017","8","348","26","901","81384162","81384161","Funcionamiento","8","348"
"2017","8","348","26","901","123913537","123773730","Inversión","8","348"
"2017","8","348","26","901","204302554","204302554","Personal","8","348"
"2017","8","349","26","901","385530","385530","Funcionamiento","8","349"
"2017","8","349","26","901","1172681","1172681","Inversión","8","349"
"2017","8","349","26","901","96218490","96216540","Personal","8","349"
"2017","8","351","26","901","3666205","3666205","Funcionamiento","8","351"
"2017","8","351","26","901","2285406","2285406","Inversión","8","351"
"2017","8","351","26","901","81877151","81877151","Personal","8","351"
"2017","8","352","26","901","1006708","1006708","Funcionamiento","8","352"
"2017","8","352","26","901","11352216","11187869","Inversión","8","352"
"2018","8","347","26","901","631442778","0","Funcionamiento","8","347"
"2018","8","347","26","901","140236797","0","Inversión","8","347"
"2018","8","347","26","901","6975877604","0","Personal","8","347"
"2018","8","348","26","901","110696356","0","Funcionamiento","8","348"
"2018","8","348","26","901","123716589","0","Inversión","8","348"
"2018","8","348","26","901","249577871","0","Personal","8","348"
"2018","8","349","26","901","1461026","0","Funcionamiento","8","349"
"2018","8","349","26","901","1103396","0","Inversión","8","349"
"2018","8","349","26","901","128100441","0","Personal","8","349"
"2018","8","351","26","901","4994460","0","Funcionamiento","8","351"
"2018","8","351","26","901","1088135","0","Inversión","8","351"
"2018","8","351","26","901","92390155","0","Personal","8","351"
"2018","8","352","26","901","885064","0","Funcionamiento","8","352"
"2018","8","352","26","901","18653795","0","Inversión","8","352"
"2019","8","347","26","901","268388240","0","Funcionamiento","8","347"
"2019","8","347","26","901","79639276","0","Inversión","8","347"
"2019","8","347","26","901","4550421070","0","Personal","8","347"
"2019","8","348","26","901","5643693","0","Funcionamiento","8","348"
"2019","8","348","26","901","1855216","0","Inversión","8","348"
"2019","8","348","26","901","43749110","0","Personal","8","348"
"2019","8","349","26","901","133544","0","Inversión","8","349"
"2019","8","349","26","901","89659258","0","Personal","8","349"
"2019","8","351","26","901","8732","0","Funcionamiento","8","351"
"2019","8","351","26","901","18122147","0","Personal","8","351"
"2019","8","352","26","901","34670","0","Funcionamiento","8","352"
"2019","8","352","26","901","1042475","0","Inversión","8","352"
"2011","8","347","26","15","30088807","28741813","Funcionamiento","8","347"
"2011","8","347","26","15","11903807","11903807","Inversión","8","347"
"2011","8","347","26","15","250782798","236158072","Personal","8","347"
"2011","8","348","26","15","99753","99753","Funcionamiento","8","348"
"2011","8","348","26","15","44616","44616","Inversión","8","348"
"2011","8","348","26","15","2537766","2537766","Personal","8","348"
"2011","8","349","26","15","19605030","19605030","Personal","8","349"
"2011","8","350","26","15","303377413","303376840","Funcionamiento","8","350"
"2011","8","350","26","15","34893431","34893431","Inversión","8","350"
"2011","8","350","26","15","858300367","858289002","Personal","8","350"
"2012","8","347","26","15","75876947","75861886","Funcionamiento","8","347"
"2012","8","347","26","15","8094738","8094738","Inversión","8","347"
"2012","8","347","26","15","277852537","276172594","Personal","8","347"
"2012","8","348","26","15","1749087","1749087","Personal","8","348"
"2012","8","349","26","15","21678860","21678860","Personal","8","349"
"2012","8","350","26","15","297511493","297510278","Funcionamiento","8","350"
"2012","8","350","26","15","54276550","54276550","Inversión","8","350"
"2012","8","350","26","15","982461458","982461458","Personal","8","350"
"2013","8","347","26","15","54307464","54224880","Funcionamiento","8","347"
"2013","8","347","26","15","22629793","22629793","Inversión","8","347"
"2013","8","347","26","15","310348265","309553177","Personal","8","347"
"2013","8","348","26","15","1845983","1845983","Personal","8","348"
"2013","8","349","26","15","23205833","23205833","Personal","8","349"
"2013","8","350","26","15","306690547","306690547","Funcionamiento","8","350"
"2013","8","350","26","15","31472659","31472659","Inversión","8","350"
"2013","8","350","26","15","1085081400","1083824225","Personal","8","350"
"2014","8","347","26","15","48848230","48848230","Funcionamiento","8","347"
"2014","8","347","26","15","13335137","13335137","Inversión","8","347"
"2014","8","347","26","15","348152676","347319702","Personal","8","347"
"2014","8","348","26","15","2069051","2069051","Personal","8","348"
"2014","8","349","26","15","42962725","42962725","Personal","8","349"
"2014","8","350","26","15","360937144","360937144","Funcionamiento","8","350"
"2014","8","350","26","15","29887608","29887608","Inversión","8","350"
"2014","8","350","26","15","1208196736","1207377880","Personal","8","350"
"2015","8","347","26","15","102131433","102131433","Funcionamiento","8","347"
"2015","8","347","26","15","21655747","21655747","Inversión","8","347"
"2015","8","347","26","15","397509180","396934385","Personal","8","347"
"2015","8","348","26","15","7069","7069","Funcionamiento","8","348"
"2015","8","348","26","15","2369555","2369555","Inversión","8","348"
"2015","8","348","26","15","1389729","1389729","Personal","8","348"
"2015","8","349","26","15","45100079","45100079","Personal","8","349"
"2015","8","350","26","15","377406285","377406285","Funcionamiento","8","350"
"2015","8","350","26","15","13407583","13407583","Inversión","8","350"
"2015","8","350","26","15","1283089981","1275372947","Personal","8","350"
"2016","8","347","26","15","91690735","91690735","Funcionamiento","8","347"
"2016","8","347","26","15","5932964","5932964","Inversión","8","347"
"2016","8","347","26","15","482769871","482210917","Personal","8","347"
"2016","8","348","26","15","8942","8942","Funcionamiento","8","348"
"2016","8","348","26","15","756989","756989","Inversión","8","348"
"2016","8","348","26","15","2393123","2393123","Personal","8","348"
"2016","8","349","26","15","80232347","80232347","Personal","8","349"
"2016","8","350","26","15","445923720","445923720","Funcionamiento","8","350"
"2016","8","350","26","15","52772237","52772237","Inversión","8","350"
"2016","8","350","26","15","1416568124","1414134764","Personal","8","350"
"2017","8","347","26","15","74204878","70297411","Funcionamiento","8","347"
"2017","8","347","26","15","20268552","20268552","Inversión","8","347"
"2017","8","347","26","15","501806639","501405814","Personal","8","347"
"2017","8","348","26","15","174062","174062","Funcionamiento","8","348"
"2017","8","348","26","15","411895","411895","Inversión","8","348"
"2017","8","348","26","15","2060536","2060536","Personal","8","348"
"2017","8","349","26","15","111522356","111522356","Personal","8","349"
"2017","8","350","26","15","567259140","567259140","Funcionamiento","8","350"
"2017","8","350","26","15","63363463","63363463","Inversión","8","350"
"2017","8","350","26","15","1589193228","1589035602","Personal","8","350"
"2018","8","347","26","15","110738110","0","Funcionamiento","8","347"
"2018","8","347","26","15","12717359","0","Inversión","8","347"
"2018","8","347","26","15","601136395","0","Personal","8","347"
"2018","8","348","26","15","902718","0","Funcionamiento","8","348"
"2018","8","348","26","15","155164","0","Inversión","8","348"
"2018","8","348","26","15","2365331","0","Personal","8","348"
"2018","8","349","26","15","145874796","0","Personal","8","349"
"2018","8","350","26","15","596711813","0","Funcionamiento","8","350"
"2018","8","350","26","15","118559681","0","Inversión","8","350"
"2018","8","350","26","15","1702872345","0","Personal","8","350"
"2019","8","347","26","15","1923589","0","Funcionamiento","8","347"
"2019","8","347","26","15","344453121","0","Personal","8","347"
"2019","8","348","26","15","414832","0","Personal","8","348"
"2019","8","349","26","15","105061581","0","Personal","8","349"
"2019","8","350","26","15","321300957","0","Funcionamiento","8","350"
"2019","8","350","26","15","93412509","0","Inversión","8","350"
"2019","8","350","26","15","1114876386","0","Personal","8","350"
"2011","8","347","26","8","7439495","7439491","Funcionamiento","8","347"
"2011","8","347","26","8","3216455","3216455","Inversión","8","347"
"2011","8","347","26","8","33639247","33452728","Personal","8","347"
"2011","8","348","26","8","1602000","1601952","Funcionamiento","8","348"
"2011","8","348","26","8","2800123","2800022","Inversión","8","348"
"2011","8","348","26","8","32019","32019","Personal","8","348"
"2011","8","349","26","8","250000","250000","Inversión","8","349"
"2011","8","349","26","8","850513","850513","Personal","8","349"
"2012","8","347","26","8","7787543","7787494","Funcionamiento","8","347"
"2012","8","347","26","8","4424520","4424520","Inversión","8","347"
"2012","8","347","26","8","36409337","36156022","Personal","8","347"
"2012","8","348","26","8","1003694","1003694","Funcionamiento","8","348"
"2012","8","348","26","8","5090246","5090246","Inversión","8","348"
"2012","8","348","26","8","389600","389600","Personal","8","348"
"2012","8","349","26","8","47328","47328","Inversión","8","349"
"2012","8","349","26","8","860295","860295","Personal","8","349"
"2012","8","352","26","8","4326715","4326715","Inversión","8","352"
"2013","8","347","26","8","7851498","7851498","Funcionamiento","8","347"
"2013","8","347","26","8","2244637","2244637","Inversión","8","347"
"2013","8","347","26","8","39895781","39707587","Personal","8","347"
"2013","8","348","26","8","592594","592594","Funcionamiento","8","348"
"2013","8","348","26","8","4530049","4530049","Inversión","8","348"
"2013","8","348","26","8","73226","73226","Personal","8","348"
"2013","8","349","26","8","953564","953564","Inversión","8","349"
"2013","8","349","26","8","853809","853809","Personal","8","349"
"2014","8","347","26","8","8479350","8479350","Funcionamiento","8","347"
"2014","8","347","26","8","4853336","4853336","Inversión","8","347"
"2014","8","347","26","8","44725154","44612969","Personal","8","347"
"2014","8","348","26","8","712976","712976","Funcionamiento","8","348"
"2014","8","348","26","8","1942975","1942975","Inversión","8","348"
"2014","8","348","26","8","177441","177441","Personal","8","348"
"2014","8","349","26","8","835318","835318","Inversión","8","349"
"2014","8","349","26","8","1411435","1411435","Personal","8","349"
"2015","8","347","26","8","9353362","9353362","Funcionamiento","8","347"
"2015","8","347","26","8","5901205","5901205","Inversión","8","347"
"2015","8","347","26","8","49599018","49467678","Personal","8","347"
"2015","8","348","26","8","618699","618699","Funcionamiento","8","348"
"2015","8","348","26","8","3114926","3114926","Inversión","8","348"
"2015","8","348","26","8","534541","534541","Personal","8","348"
"2015","8","349","26","8","531512","531512","Inversión","8","349"
"2015","8","349","26","8","1436136","1436136","Personal","8","349"
"2016","8","347","26","8","11877076","11877076","Funcionamiento","8","347"
"2016","8","347","26","8","5691491","5691491","Inversión","8","347"
"2016","8","347","26","8","57565630","57072964","Personal","8","347"
"2016","8","348","26","8","683468","683468","Funcionamiento","8","348"
"2016","8","348","26","8","6050412","6050412","Inversión","8","348"
"2016","8","348","26","8","602719","602719","Personal","8","348"
"2016","8","349","26","8","2503303","2503303","Personal","8","349"
"2017","8","347","26","8","12299830","12249877","Funcionamiento","8","347"
"2017","8","347","26","8","6278896","6278896","Inversión","8","347"
"2017","8","347","26","8","67002520","66965648","Personal","8","347"
"2017","8","348","26","8","1202996","1202996","Funcionamiento","8","348"
"2017","8","348","26","8","1987915","1987915","Inversión","8","348"
"2017","8","348","26","8","375956","375956","Personal","8","348"
"2017","8","349","26","8","780846","780846","Inversión","8","349"
"2017","8","349","26","8","3670769","3670769","Personal","8","349"
"2017","8","352","26","8","1610498","1610498","Inversión","8","352"
"2018","8","347","26","8","15177162","0","Funcionamiento","8","347"
"2018","8","347","26","8","5832154","0","Inversión","8","347"
"2018","8","347","26","8","72097726","0","Personal","8","347"
"2018","8","348","26","8","2096768","0","Funcionamiento","8","348"
"2018","8","348","26","8","2266738","0","Inversión","8","348"
"2018","8","348","26","8","726715","0","Personal","8","348"
"2018","8","349","26","8","4751908","0","Personal","8","349"
"2018","8","352","26","8","580177","0","Inversión","8","352"
"2019","8","347","26","8","6685862","0","Funcionamiento","8","347"
"2019","8","347","26","8","1631108","0","Inversión","8","347"
"2019","8","347","26","8","53959450","0","Personal","8","347"
"2019","8","348","26","8","47123","0","Personal","8","348"
"2019","8","349","26","8","3410488","0","Personal","8","349"
"2011","8","347","26","1","138165118","134287132","Funcionamiento","8","347"
"2011","8","347","26","1","33614352","33597834","Inversión","8","347"
"2011","8","347","26","1","518381610","506591873","Personal","8","347"
"2011","8","348","26","1","79988674","79988674","Funcionamiento","8","348"
"2011","8","348","26","1","75293968","75261375","Inversión","8","348"
"2011","8","348","26","1","162981523","162885636","Personal","8","348"
"2011","8","349","26","1","34470854","34468150","Funcionamiento","8","349"
"2011","8","349","26","1","2763850","2681416","Inversión","8","349"
"2011","8","349","26","1","77452133","77393160","Personal","8","349"
"2011","8","351","26","1","9329619","9329619","Funcionamiento","8","351"
"2011","8","351","26","1","23386919","23386919","Inversión","8","351"
"2011","8","351","26","1","62683091","62647301","Personal","8","351"
"2011","8","352","26","1","1111608","1111608","Funcionamiento","8","352"
"2011","8","352","26","1","181744722","147418605","Inversión","8","352"
"2011","8","352","26","1","1289931","1289931","Personal","8","352"
"2012","8","347","26","1","156115479","155031562","Funcionamiento","8","347"
"2012","8","347","26","1","11246401","11224561","Inversión","8","347"
"2012","8","347","26","1","537908471","519505905","Personal","8","347"
"2012","8","348","26","1","113218962","113162071","Funcionamiento","8","348"
"2012","8","348","26","1","64182225","64182225","Inversión","8","348"
"2012","8","348","26","1","200246846","200246846","Personal","8","348"
"2012","8","349","26","1","36540920","36519880","Funcionamiento","8","349"
"2012","8","349","26","1","1006297","1006297","Inversión","8","349"
"2012","8","349","26","1","84107712","84082000","Personal","8","349"
"2012","8","351","26","1","16853378","16853378","Funcionamiento","8","351"
"2012","8","351","26","1","24118457","24118457","Inversión","8","351"
"2012","8","351","26","1","97778223","97778223","Personal","8","351"
"2012","8","352","26","1","4783711","4783711","Funcionamiento","8","352"
"2012","8","352","26","1","273949989","273159339","Inversión","8","352"
"2012","8","352","26","1","9797631","9797631","Personal","8","352"
"2013","8","347","26","1","173751373","173738307","Funcionamiento","8","347"
"2013","8","347","26","1","26209661","26209661","Inversión","8","347"
"2013","8","347","26","1","661667861","646633304","Personal","8","347"
"2013","8","348","26","1","89706265","89689140","Funcionamiento","8","348"
"2013","8","348","26","1","56071636","56071636","Inversión","8","348"
"2013","8","348","26","1","234276369","234276369","Personal","8","348"
"2013","8","349","26","1","43250207","43214698","Funcionamiento","8","349"
"2013","8","349","26","1","2190180","2190180","Inversión","8","349"
"2013","8","349","26","1","98671285","98670105","Personal","8","349"
"2013","8","351","26","1","21035302","21031441","Funcionamiento","8","351"
"2013","8","351","26","1","41513468","41513467","Inversión","8","351"
"2013","8","351","26","1","142312833","142312833","Personal","8","351"
"2013","8","352","26","1","5999871","5969871","Funcionamiento","8","352"
"2013","8","352","26","1","324562237","322851126","Inversión","8","352"
"2013","8","352","26","1","18481398","18481398","Personal","8","352"
"2014","8","347","26","1","166782799","166613931","Funcionamiento","8","347"
"2014","8","347","26","1","9795290","9790210","Inversión","8","347"
"2014","8","347","26","1","638322343","621016538","Personal","8","347"
"2014","8","348","26","1","98157555","98148938","Funcionamiento","8","348"
"2014","8","348","26","1","49617295","49617295","Inversión","8","348"
"2014","8","348","26","1","261677878","261677878","Personal","8","348"
"2014","8","349","26","1","44594983","44470729","Funcionamiento","8","349"
"2014","8","349","26","1","2370560","2370560","Inversión","8","349"
"2014","8","349","26","1","122667519","122666008","Personal","8","349"
"2014","8","351","26","1","38443639","38435385","Funcionamiento","8","351"
"2014","8","351","26","1","94014980","94014980","Inversión","8","351"
"2014","8","351","26","1","221996514","221996514","Personal","8","351"
"2014","8","352","26","1","8240643","8240643","Funcionamiento","8","352"
"2014","8","352","26","1","347774795","347774795","Inversión","8","352"
"2014","8","352","26","1","28100687","28100687","Personal","8","352"
"2015","8","347","26","1","150184251","150119696","Funcionamiento","8","347"
"2015","8","347","26","1","17289792","17289792","Inversión","8","347"
"2015","8","347","26","1","721995017","697256442","Personal","8","347"
"2015","8","348","26","1","103300895","103296698","Funcionamiento","8","348"
"2015","8","348","26","1","47287069","47267880","Inversión","8","348"
"2015","8","348","26","1","273883039","273883039","Personal","8","348"
"2015","8","349","26","1","57659096","57659095","Funcionamiento","8","349"
"2015","8","349","26","1","1178484","1178484","Inversión","8","349"
