"AÑO","CODIGOAP","CODIGOPROGRAMA","CODIGOINCISO","CODIGOUNIDADEJECUTORA","ASIGNACION","EJECUCION","PFI","CODIGOTEMA","CODIGOSUBTEMA"
"2017","14","461","27","1","408983787","288492949","Inversión","14","461"
"2017","14","461","27","1","1244957061","1233742886","Personal","14","461"
"2018","8","344","27","1","2747809341","0","Funcionamiento","8","344"
"2018","8","354","27","1","585999973","0","Funcionamiento","8","354"
"2018","8","354","27","1","364460000","0","Inversión","8","354"
"2018","8","354","27","1","49442423","0","Personal","8","354"
"2018","11","400","27","1","3768837754","0","Funcionamiento","11","400"
"2018","11","400","27","1","251166227","0","Inversión","11","400"
"2018","11","400","27","1","3968057616","0","Personal","11","400"
"2018","11","403","27","1","30111907","0","Funcionamiento","11","403"
"2018","13","440","27","1","840888853","0","Funcionamiento","13","440"
"2018","14","461","27","1","372337704","0","Funcionamiento","14","461"
"2018","14","461","27","1","292616323","0","Inversión","14","461"
"2018","14","461","27","1","1456776921","0","Personal","14","461"
"2018","15","815","27","1","10846","0","Personal","15","815"
"2019","8","344","27","1","2944260298","0","Funcionamiento","8","344"
"2019","8","354","27","1","519474908","0","Funcionamiento","8","354"
"2019","8","354","27","1","364460000","0","Inversión","8","354"
"2019","8","354","27","1","143251423","0","Personal","8","354"
"2019","11","400","27","1","3575274310","0","Funcionamiento","11","400"
"2019","11","400","27","1","156166227","0","Inversión","11","400"
"2019","11","400","27","1","4063351053","0","Personal","11","400"
"2019","11","403","27","1","31311907","0","Funcionamiento","11","403"
"2019","11","403","27","1","18991829","0","Personal","11","403"
"2019","13","440","27","1","784578177","0","Funcionamiento","13","440"
"2019","14","461","35","1","340503176","0","Funcionamiento","14","461"
"2019","14","461","35","1","230036257","0","Inversión","14","461"
"2019","14","461","35","1","1520869258","0","Personal","14","461"
"2011","15","488","20","2","22468555444","22468555444","Funcionamiento","83","488"
"2012","15","488","20","2","24016002379","24016002379","Funcionamiento","83","488"
"2013","15","488","20","2","27541406416","27541406416","Funcionamiento","83","488"
"2014","15","488","20","2","29766937700","29766937700","Funcionamiento","83","488"
"2015","15","488","20","2","34493230374","34493230374","Funcionamiento","83","488"
"2016","15","488","20","2","41993610381","41993610381","Funcionamiento","83","488"
"2017","15","488","20","2","45995470179","45995470179","Funcionamiento","83","488"
"2018","15","488","20","2","59528506492","0","Funcionamiento","83","488"
"2019","15","488","20","2","35296630171","0","Funcionamiento","83","488"
"2015","8","343","32","1","1083557","303432","Personal","8","343"
"2015","12","420","32","1","16641605","16435752","Funcionamiento","12","420"
"2015","12","420","32","1","5966765","5895237","Inversión","12","420"
"2015","12","420","32","1","87000442","53115346","Personal","12","420"
"2016","8","343","32","1","1641953","29897","Personal","8","343"
"2016","12","420","32","1","43463363","37315850","Funcionamiento","12","420"
"2016","12","420","32","1","17462271","17462240","Inversión","12","420"
"2016","12","420","32","1","156004553","92426151","Personal","12","420"
"2017","8","343","32","1","1774951","0","Personal","8","343"
"2017","12","420","32","1","45878666","43651693","Funcionamiento","12","420"
"2017","12","420","32","1","16593315","16588254","Inversión","12","420"
"2017","12","420","32","1","172805413","118104601","Personal","12","420"
"2018","8","343","32","1","118589","0","Funcionamiento","8","343"
"2018","12","420","32","1","96305572","0","Funcionamiento","12","420"
"2018","12","420","32","1","20958522","0","Inversión","12","420"
"2018","12","420","32","1","164405687","0","Personal","12","420"
"2019","8","343","32","1","515208","0","Funcionamiento","8","343"
"2019","8","343","32","1","1891210","0","Personal","8","343"
"2019","12","420","32","1","54968304","0","Funcionamiento","12","420"
"2019","12","420","32","1","20958522","0","Inversión","12","420"
"2019","12","420","32","1","201593221","0","Personal","12","420"
"2016","4","262","34","1","4672786","4336876","Funcionamiento","4","262"
"2016","4","262","34","1","457794","250863","Inversión","4","262"
"2016","4","262","34","1","16968259","15031028","Personal","4","262"
"2017","4","262","34","1","8729702","8218977","Funcionamiento","4","262"
"2017","4","262","34","1","457794","456112","Inversión","4","262"
"2017","4","262","34","1","25427629","23404620","Personal","4","262"
"2018","4","262","34","1","6486937","0","Funcionamiento","4","262"
"2018","4","262","34","1","686732","0","Inversión","4","262"
"2018","4","262","34","1","26147256","0","Personal","4","262"
"2019","4","262","34","1","4656448","0","Funcionamiento","4","262"
"2019","4","262","34","1","457794","0","Inversión","4","262"
"2019","4","262","34","1","27389900","0","Personal","4","262"
"2011","6","300","3","18","323311738","295943524","Funcionamiento","6","300"
"2011","6","300","3","18","119268975","113015198","Inversión","6","300"
"2011","6","300","3","18","877504679","841186162","Personal","6","300"
"2011","7","322","3","18","17105844","15977458","Funcionamiento","7","322"
"2011","7","322","3","18","3000000","3000000","Inversión","7","322"
"2011","7","322","3","18","169514669","132635147","Personal","7","322"
"2011","8","343","3","18","26506753","24817201","Funcionamiento","8","343"
"2011","8","343","3","18","79323426","67524875","Personal","8","343"
"2011","10","380","3","18","86216","0","Funcionamiento","10","380"
"2011","10","380","3","18","6927134","6779541","Personal","10","380"
"2011","12","420","3","18","508303","42734","Funcionamiento","12","420"
"2011","12","420","3","18","144064","42550","Personal","12","420"
"2011","12","421","3","18","1210841","1176222","Funcionamiento","12","421"
"2011","12","421","3","18","1299000","1203563","Inversión","12","421"
"2011","12","421","3","18","1585353","531796","Personal","12","421"
"2011","14","460","3","18","84485818","83094089","Funcionamiento","14","460"
"2011","14","460","3","18","207416518","171883983","Personal","14","460"
"2011","14","461","3","18","297795","297795","Funcionamiento","14","461"
"2011","14","461","3","18","5267814","5180850","Personal","14","461"
"2011","15","480","3","18","15345970","12133571","Funcionamiento","480","480"
"2011","15","480","3","18","21793600","0","Inversión","480","480"
"2011","15","480","3","18","17982473","14299984","Personal","480","480"
"2012","6","300","3","18","345329591","336500740","Funcionamiento","6","300"
"2012","6","300","3","18","101499622","98451641","Inversión","6","300"
"2012","6","300","3","18","854558673","785280117","Personal","6","300"
"2012","7","322","3","18","8445424","7323373","Funcionamiento","7","322"
"2012","7","322","3","18","1868500","1780617","Inversión","7","322"
"2012","7","322","3","18","206541649","168092878","Personal","7","322"
"2012","8","343","3","18","29764570","28344709","Funcionamiento","8","343"
"2012","8","343","3","18","68437817","60839767","Personal","8","343"
"2012","10","380","3","18","8169174","7989443","Personal","10","380"
"2012","12","420","3","18","78397","42734","Funcionamiento","12","420"
"2012","12","420","3","18","701345","0","Personal","12","420"
"2012","12","421","3","18","2089","0","Funcionamiento","12","421"
"2012","12","421","3","18","1525000","1461048","Inversión","12","421"
"2012","12","421","3","18","1563362","0","Personal","12","421"
"2012","14","460","3","18","90299815","88870078","Funcionamiento","14","460"
"2012","14","460","3","18","7000000","5797189","Inversión","14","460"
"2012","14","460","3","18","292187048","284388584","Personal","14","460"
"2012","14","461","3","18","297795","297795","Funcionamiento","14","461"
"2012","14","461","3","18","10752096","9264235","Personal","14","461"
"2012","15","480","3","18","6837848","3623562","Funcionamiento","480","480"
"2012","15","480","3","18","25324111","3490453","Inversión","480","480"
"2012","15","480","3","18","19709999","16546978","Personal","480","480"
"2013","6","300","3","18","459135478","441898296","Funcionamiento","6","300"
"2013","6","300","3","18","116491282","111080082","Inversión","6","300"
"2013","6","300","3","18","952217305","867282819","Personal","6","300"
"2013","7","322","3","18","12139060","11064449","Funcionamiento","7","322"
"2013","7","322","3","18","211476630","163229308","Personal","7","322"
"2013","8","343","3","18","7932201","7671264","Funcionamiento","8","343"
"2013","8","343","3","18","81829028","72584546","Personal","8","343"
"2013","10","380","3","18","8744293","8605422","Personal","10","380"
"2013","12","420","3","18","42734","42734","Funcionamiento","12","420"
"2013","12","420","3","18","506774","14540","Personal","12","420"
"2013","12","421","3","18","600000","584430","Inversión","12","421"
"2013","12","421","3","18","1118874","0","Personal","12","421"
"2013","14","460","3","18","39059393","38925324","Funcionamiento","14","460"
"2013","14","460","3","18","4400000","4135021","Inversión","14","460"
"2013","14","460","3","18","329052451","310754077","Personal","14","460"
"2013","14","461","3","18","297795","297795","Funcionamiento","14","461"
"2013","14","461","3","18","13006650","10744249","Personal","14","461"
"2013","15","480","3","18","6062443","3825223","Funcionamiento","480","480"
"2013","15","480","3","18","21793600","0","Inversión","480","480"
"2013","15","480","3","18","24951623","20746373","Personal","480","480"
"2014","6","300","3","18","505882222","494182953","Funcionamiento","6","300"
"2014","6","300","3","18","156383139","149959690","Inversión","6","300"
"2014","6","300","3","18","1030750084","944696808","Personal","6","300"
"2014","7","322","3","18","32106821","26900217","Funcionamiento","7","322"
"2014","7","322","3","18","240747726","182806688","Personal","7","322"
"2014","8","343","3","18","8816861","8785367","Funcionamiento","8","343"
"2014","8","343","3","18","92473718","85357005","Personal","8","343"
"2014","10","380","3","18","10120954","9342964","Personal","10","380"
"2014","12","420","3","18","23970","23970","Funcionamiento","12","420"
"2014","12","420","3","18","612530","15778","Personal","12","420"
"2014","12","421","3","18","71581","71581","Funcionamiento","12","421"
"2014","12","421","3","18","4280869","4124248","Inversión","12","421"
"2014","12","421","3","18","835440","0","Personal","12","421"
"2014","14","460","3","18","43436793","43224464","Funcionamiento","14","460"
"2014","14","460","3","18","7497812","7497452","Inversión","14","460"
"2014","14","460","3","18","365633018","337474044","Personal","14","460"
"2014","14","461","3","18","74399","74399","Funcionamiento","14","461"
"2014","14","461","3","18","15245270","12779738","Personal","14","461"
"2014","15","480","3","18","5919250","2631521","Funcionamiento","480","480"
"2014","15","480","3","18","21793600","0","Inversión","480","480"
"2014","15","480","3","18","16890991","14493539","Personal","480","480"
"2015","6","300","3","18","388291134","384362535","Funcionamiento","6","300"
"2015","6","300","3","18","160053413","158131830","Inversión","6","300"
"2015","6","300","3","18","1291579089","1109080301","Personal","6","300"
"2015","7","322","3","18","52877123","35141101","Funcionamiento","7","322"
"2015","7","322","3","18","257783619","207374230","Personal","7","322"
"2015","8","343","3","18","41225681","40116662","Funcionamiento","8","343"
"2015","8","343","3","18","77265230","73178041","Personal","8","343"
"2015","10","380","3","18","667894","590972","Funcionamiento","10","380"
"2015","10","380","3","18","10095595","10095315","Personal","10","380"
"2015","12","420","3","18","945359","945309","Funcionamiento","12","420"
"2015","12","421","3","18","4291602","4026187","Funcionamiento","12","421"
"2015","12","421","3","18","1731644","1707748","Inversión","12","421"
"2015","12","421","3","18","439445","0","Personal","12","421"
"2015","14","460","3","18","114511653","111411999","Funcionamiento","14","460"
"2015","14","460","3","18","4000000","3873418","Inversión","14","460"
"2015","14","460","3","18","326669167","264684581","Personal","14","460"
"2015","14","461","3","18","3292214","3259854","Funcionamiento","14","461"
"2015","14","461","3","18","13940220","13036892","Personal","14","461"
"2015","15","480","3","18","19761714","15692590","Funcionamiento","480","480"
"2015","15","480","3","18","21793600","0","Inversión","480","480"
"2015","15","480","3","18","16098745","15815797","Personal","480","480"
"2016","6","300","3","18","612141532","602927112","Funcionamiento","6","300"
"2016","6","300","3","18","125107548","121854091","Inversión","6","300"
"2016","6","300","3","18","1748775749","1615949368","Personal","6","300"
"2016","7","322","3","18","31174682","394536","Funcionamiento","7","322"
"2016","7","322","3","18","280536664","219051076","Personal","7","322"
"2016","8","343","3","18","8300000","8112033","Inversión","8","343"
"2016","8","343","3","18","30849096","24776809","Personal","8","343"
"2016","9","363","3","18","23616000","22106195","Inversión","9","363"
"2016","9","363","3","18","2060626","0","Personal","9","363"
"2016","10","380","3","18","11204630","11130151","Personal","10","380"
"2016","12","421","3","18","1734215","1733999","Inversión","12","421"
"2016","14","460","3","18","12011506","11509786","Funcionamiento","14","460"
"2016","14","460","3","18","4000000","3941326","Inversión","14","460"
"2016","14","460","3","18","82169169","18096050","Personal","14","460"
"2016","14","461","3","18","17237183","14153841","Personal","14","461"
"2016","15","480","3","18","15631850","14624652","Funcionamiento","480","480"
"2016","15","480","3","18","31289687","14654534","Personal","480","480"
"2017","6","300","3","18","637043157","630282573","Funcionamiento","6","300"
"2017","6","300","3","18","119061109","118532979","Inversión","6","300"
"2017","6","300","3","18","1883763190","1709878149","Personal","6","300"
"2017","7","322","3","18","31176002","407184","Funcionamiento","7","322"
"2017","7","322","3","18","281607640","234639987","Personal","7","322"
"2017","8","343","3","18","865000","743203","Funcionamiento","8","343"
"2017","8","343","3","18","9050000","8948514","Inversión","8","343"
"2017","8","343","3","18","31796088","25976877","Personal","8","343"
"2017","9","363","3","18","11751256","11606226","Inversión","9","363"
"2017","9","363","3","18","2226560","1764336","Personal","9","363"
"2017","10","380","3","18","12154145","12043323","Personal","10","380"
"2017","12","421","3","18","4657363","3614505","Inversión","12","421"
"2017","14","460","3","18","21359216","20490252","Funcionamiento","14","460"
"2017","14","460","3","18","6000000","5683898","Inversión","14","460"
"2017","14","460","3","18","88799468","24521480","Personal","14","460"
"2017","14","461","3","18","18847296","15334057","Personal","14","461"
"2017","15","480","3","18","6641801","5531238","Funcionamiento","480","480"
"2017","15","480","3","18","13173957","12074868","Personal","480","480"
"2018","6","300","3","18","669485871","0","Funcionamiento","6","300"
"2018","6","300","3","18","239919288","0","Inversión","6","300"
"2018","6","300","3","18","2006652764","0","Personal","6","300"
"2018","7","322","3","18","31186682","0","Funcionamiento","7","322"
"2018","7","322","3","18","329629855","0","Personal","7","322"
"2018","8","343","3","18","1000000","0","Funcionamiento","8","343"
"2018","8","343","3","18","9530318","0","Inversión","8","343"
"2018","8","343","3","18","37861867","0","Personal","8","343"
"2018","9","363","3","18","11000000","0","Inversión","9","363"
"2018","9","363","3","18","2371164","0","Personal","9","363"
"2018","10","380","3","18","12956800","0","Personal","10","380"
"2018","12","421","3","18","4996029","0","Inversión","12","421"
"2018","14","460","3","18","18857528","0","Funcionamiento","14","460"
"2018","14","460","3","18","17993448","0","Inversión","14","460"
"2018","14","460","3","18","110476957","0","Personal","14","460"
"2018","14","461","3","18","19814227","0","Personal","14","461"
"2018","15","480","3","18","20047064","0","Funcionamiento","480","480"
"2018","15","480","3","18","14482812","0","Personal","480","480"
"2019","6","300","3","18","619774072","0","Funcionamiento","6","300"
"2019","6","300","3","18","172735881","0","Inversión","6","300"
"2019","6","300","3","18","2144489875","0","Personal","6","300"
"2019","7","322","3","18","31168682","0","Funcionamiento","7","322"
"2019","7","322","3","18","395887078","0","Personal","7","322"
"2019","8","343","3","18","5371146","0","Funcionamiento","8","343"
"2019","8","343","3","18","8750000","0","Inversión","8","343"
"2019","8","343","3","18","35496728","0","Personal","8","343"
"2019","9","363","3","18","11000000","0","Inversión","9","363"
"2019","9","363","3","18","2365523","0","Personal","9","363"
"2019","10","380","3","18","12952291","0","Personal","10","380"
"2019","14","460","3","18","68481421","0","Funcionamiento","14","460"
"2019","14","460","3","18","10000000","0","Inversión","14","460"
"2019","14","460","3","18","121572102","0","Personal","14","460"
"2019","14","461","3","18","15788793","0","Personal","14","461"
"2019","15","480","3","18","15888631","0","Funcionamiento","480","480"
"2019","15","480","3","18","1629497","0","Personal","480","480"
"2011","6","300","3","23","259268371","258234955","Funcionamiento","6","300"
"2011","6","300","3","23","122368363","118681612","Inversión","6","300"
"2011","6","300","3","23","520163179","489681378","Personal","6","300"
"2011","8","343","3","23","51613063","49770473","Funcionamiento","8","343"
"2011","8","343","3","23","108830164","101679708","Personal","8","343"
"2011","12","421","3","23","945408","863866","Funcionamiento","12","421"
"2011","12","421","3","23","4966676","4471460","Personal","12","421"
"2011","14","460","3","23","14707077","14591699","Funcionamiento","14","460"
"2011","14","460","3","23","25304911","22423888","Personal","14","460"
"2011","14","461","3","23","390671","390671","Funcionamiento","14","461"
"2011","14","461","3","23","9889968","2268955","Personal","14","461"
"2011","14","463","3","23","14365710","14365710","Funcionamiento","14","463"
"2011","14","463","3","23","3415873","0","Personal","14","463"
"2011","15","480","3","23","10903495","7713967","Funcionamiento","480","480"
"2011","15","480","3","23","7772910","29113","Personal","480","480"
"2012","6","300","3","23","295815811","289864781","Funcionamiento","6","300"
"2012","6","300","3","23","193088308","188928123","Inversión","6","300"
"2012","6","300","3","23","589031325","515350204","Personal","6","300"
"2012","8","343","3","23","54529695","54295868","Funcionamiento","8","343"
"2012","8","343","3","23","127753293","117464253","Personal","8","343"
"2012","12","421","3","23","713783","605032","Funcionamiento","12","421"
"2012","12","421","3","23","6434516","5230062","Personal","12","421"
"2012","14","460","3","23","15740659","15737194","Funcionamiento","14","460"
"2012","14","460","3","23","33250167","28992290","Personal","14","460"
"2012","14","461","3","23","1706676","1189971","Funcionamiento","14","461"
"2012","14","461","3","23","11604547","3803833","Personal","14","461"
"2012","14","463","3","23","5594327","5057603","Funcionamiento","14","463"
"2012","14","463","3","23","3869532","0","Personal","14","463"
"2012","15","480","3","23","12631779","3785188","Funcionamiento","480","480"
"2012","15","480","3","23","5630466","0","Personal","480","480"
"2013","6","300","3","23","299610622","299335805","Funcionamiento","6","300"
"2013","6","300","3","23","286910245","286616123","Inversión","6","300"
"2013","6","300","3","23","678612822","638198170","Personal","6","300"
"2013","8","343","3","23","54648490","54579367","Funcionamiento","8","343"
"2013","8","343","3","23","133612701","132812920","Personal","8","343"
"2013","12","421","3","23","684813","637440","Funcionamiento","12","421"
"2013","12","421","3","23","6822282","5831820","Personal","12","421"
"2013","14","460","3","23","16678289","16467622","Funcionamiento","14","460"
"2013","14","460","3","23","36001234","29021815","Personal","14","460"
"2013","14","461","3","23","1978078","1972619","Funcionamiento","14","461"
"2013","14","461","3","23","11332417","5974761","Personal","14","461"
"2013","14","463","3","23","10325622","10324230","Funcionamiento","14","463"
"2013","14","463","3","23","5870117","2202438","Personal","14","463"
"2013","15","480","3","23","13642199","11115037","Funcionamiento","480","480"
"2013","15","480","3","23","6629983","2599188","Personal","480","480"
"2014","6","300","3","23","302865276","297717885","Funcionamiento","6","300"
"2014","6","300","3","23","185952196","183982480","Inversión","6","300"
"2014","6","300","3","23","745625600","698764878","Personal","6","300"
"2014","8","343","3","23","69513732","67685657","Funcionamiento","8","343"
"2014","8","343","3","23","148502935","146063607","Personal","8","343"
"2014","12","421","3","23","710660","647430","Funcionamiento","12","421"
"2014","12","421","3","23","7852794","6977774","Personal","12","421"
"2014","14","460","3","23","17696293","17690317","Funcionamiento","14","460"
"2014","14","460","3","23","39691529","36622168","Personal","14","460"
"2014","14","461","3","23","2156968","2151025","Funcionamiento","14","461"
"2014","14","461","3","23","11661310","6252486","Personal","14","461"
"2014","14","463","3","23","8906117","8495524","Funcionamiento","14","463"
"2014","14","463","3","23","5042131","1817965","Personal","14","463"
"2014","15","480","3","23","15529885","10624605","Funcionamiento","480","480"
"2014","15","480","3","23","612406","1081","Personal","480","480"
"2015","6","300","3","23","345206103","339949361","Funcionamiento","6","300"
"2015","6","300","3","23","230477014","226264367","Inversión","6","300"
"2015","6","300","3","23","880737975","777290675","Personal","6","300"
"2015","8","343","3","23","62446270","60147367","Funcionamiento","8","343"
"2015","8","343","3","23","149342507","142023256","Personal","8","343"
"2015","12","421","3","23","490926","460348","Funcionamiento","12","421"
"2015","12","421","3","23","6556152","5864590","Personal","12","421"
"2015","14","460","3","23","17831911","17326585","Funcionamiento","14","460"
"2015","14","460","3","23","33021162","30615652","Personal","14","460"
"2015","14","461","3","23","1463911","1451152","Funcionamiento","14","461"
"2015","14","461","3","23","14949393","4608196","Personal","14","461"
"2015","14","463","3","23","11227944","9985605","Funcionamiento","14","463"
"2015","14","463","3","23","5832041","1930890","Personal","14","463"
"2015","15","480","3","23","8546088","7144195","Funcionamiento","480","480"
"2015","15","480","3","23","7612925","145848","Personal","480","480"
"2016","6","300","3","23","375240215","374076808","Funcionamiento","6","300"
"2016","6","300","3","23","274706850","268690443","Inversión","6","300"
"2016","6","300","3","23","1059209397","1007766378","Personal","6","300"
"2016","8","343","3","23","56698226","56093201","Funcionamiento","8","343"
"2016","8","343","3","23","79372511","61283784","Personal","8","343"
"2016","12","421","3","23","2895383","0","Personal","12","421"
"2016","14","460","3","23","12319646","12041014","Funcionamiento","14","460"
"2016","14","460","3","23","10881571","2831043","Personal","14","460"
"2016","14","461","3","23","1450740","1255151","Funcionamiento","14","461"
"2016","14","461","3","23","16203305","4505861","Personal","14","461"
"2016","14","463","3","23","3988372","3799739","Funcionamiento","14","463"
"2016","14","463","3","23","6474138","2113168","Personal","14","463"
"2016","15","480","3","23","9131653","7784900","Funcionamiento","480","480"
"2016","15","480","3","23","7773654","0","Personal","480","480"
"2017","6","300","3","23","375772623","353819098","Funcionamiento","6","300"
"2017","6","300","3","23","253891631","250087506","Inversión","6","300"
"2017","6","300","3","23","1116538759","1055343608","Personal","6","300"
"2017","8","343","3","23","70893281","69796025","Funcionamiento","8","343"
"2017","8","343","3","23","85790832","69647000","Personal","8","343"
"2017","12","421","3","23","454112","336858","Funcionamiento","12","421"
"2017","12","421","3","23","4436824","1923719","Personal","12","421"
"2017","14","460","3","23","17062712","16515005","Funcionamiento","14","460"
"2017","14","460","3","23","19609910","10180825","Personal","14","460"
"2017","14","461","3","23","2151025","2133210","Funcionamiento","14","461"
"2017","14","461","3","23","16525537","6174974","Personal","14","461"
"2017","14","463","3","23","5342298","5049759","Funcionamiento","14","463"
"2017","14","463","3","23","6999354","2285512","Personal","14","463"
"2017","15","480","3","23","6358999","3965963","Funcionamiento","480","480"
"2017","15","480","3","23","8395631","0","Personal","480","480"
"2018","6","300","3","23","423402421","0","Funcionamiento","6","300"
"2018","6","300","3","23","347854547","0","Inversión","6","300"
"2018","6","300","3","23","1263190132","0","Personal","6","300"
"2018","8","343","3","23","69962440","0","Funcionamiento","8","343"
"2018","8","343","3","23","69974141","0","Personal","8","343"
"2018","12","421","3","23","12670","0","Funcionamiento","12","421"
"2018","12","421","3","23","2775678","0","Personal","12","421"
"2018","14","460","3","23","12217434","0","Funcionamiento","14","460"
"2018","14","460","3","23","9996790","0","Personal","14","460"
"2018","14","461","3","23","1450740","0","Funcionamiento","14","461"
"2018","14","461","3","23","17187928","0","Personal","14","461"
"2018","14","463","3","23","5514013","0","Funcionamiento","14","463"
"2018","14","463","3","23","7458839","0","Personal","14","463"
"2018","15","480","3","23","5292969","0","Funcionamiento","480","480"
"2018","15","480","3","23","8951070","0","Personal","480","480"
"2019","6","300","3","23","394603090","0","Funcionamiento","6","300"
"2019","6","300","3","23","261061859","0","Inversión","6","300"
"2019","6","300","3","23","1239078794","0","Personal","6","300"
"2019","8","343","3","23","77973550","0","Funcionamiento","8","343"
"2019","8","343","3","23","81688818","0","Personal","8","343"
"2019","12","421","3","23","606597","0","Funcionamiento","12","421"
"2019","12","421","3","23","3514813","0","Personal","12","421"
"2019","14","460","3","23","16803355","0","Funcionamiento","14","460"
"2019","14","460","3","23","20155045","0","Personal","14","460"
"2019","14","461","3","23","2151025","0","Funcionamiento","14","461"
"2019","14","461","3","23","17219310","0","Personal","14","461"
"2019","14","463","3","23","8988023","0","Funcionamiento","14","463"
"2019","14","463","3","23","7463530","0","Personal","14","463"
"2019","15","480","3","23","1504665","0","Funcionamiento","480","480"
"2019","15","480","3","23","8976295","0","Personal","480","480"
"2011","6","300","3","4","791447791","776132137","Funcionamiento","6","300"
"2011","6","300","3","4","37555035","36420870","Inversión","6","300"
"2011","6","300","3","4","2816548126","2705761335","Personal","6","300"
"2011","7","322","3","4","84789214","82956271","Funcionamiento","7","322"
"2011","7","322","3","4","13882638","13767616","Inversión","7","322"
"2011","8","343","3","4","40094159","39413891","Funcionamiento","8","343"
"2011","8","343","3","4","285553712","228537491","Personal","8","343"
"2011","10","380","3","4","5993291","5958087","Funcionamiento","10","380"
"2011","10","380","3","4","19577144","16770782","Personal","10","380"
"2011","12","420","3","4","3143404","2833878","Funcionamiento","12","420"
"2011","12","421","3","4","6589918","6445048","Funcionamiento","12","421"
"2011","12","421","3","4","1200000","1190007","Inversión","12","421"
"2011","12","421","3","4","19618039","15469736","Personal","12","421"
"2011","14","460","3","4","198154","197027","Funcionamiento","14","460"
"2011","14","461","3","4","12531239","12522578","Funcionamiento","14","461"
"2011","14","461","3","4","58262125","55498033","Personal","14","461"
"2011","15","480","3","4","8427654","6729427","Funcionamiento","480","480"
"2011","15","480","3","4","97205731","95532551","Personal","480","480"
"2012","6","300","3","4","788131824","779377230","Funcionamiento","6","300"
"2012","6","300","3","4","73436555","66734297","Inversión","6","300"
"2012","6","300","3","4","2923823551","2830766428","Personal","6","300"
"2012","7","322","3","4","115417906","111133112","Funcionamiento","7","322"
"2012","7","322","3","4","11353617","10728951","Inversión","7","322"
"2012","7","322","3","4","21046","0","Personal","7","322"
"2012","8","343","3","4","48430744","48147289","Funcionamiento","8","343"
"2012","8","343","3","4","350903230","314991397","Personal","8","343"
"2012","10","380","3","4","7434438","7397530","Funcionamiento","10","380"
"2012","10","380","3","4","29649590","28686461","Personal","10","380"
"2012","12","420","3","4","792919","790701","Funcionamiento","12","420"
"2012","12","421","3","4","8577466","8426727","Funcionamiento","12","421"
"2012","12","421","3","4","1500000","1499989","Inversión","12","421"
"2012","12","421","3","4","27203777","26379148","Personal","12","421"
"2012","14","461","3","4","12955912","12748929","Funcionamiento","14","461"
"2012","14","461","3","4","85463783","83797006","Personal","14","461"
"2012","15","480","3","4","11827424","3293422","Funcionamiento","480","480"
"2012","15","480","3","4","91927575","80941463","Personal","480","480"
"2013","6","300","3","4","847048957","836869336","Funcionamiento","6","300"
"2013","6","300","3","4","76755559","73662710","Inversión","6","300"
"2013","6","300","3","4","3220439802","3100355488","Personal","6","300"
"2013","7","322","3","4","124975069","123798789","Funcionamiento","7","322"
"2013","7","322","3","4","11353617","11158097","Inversión","7","322"
"2013","7","322","3","4","817972","0","Personal","7","322"
"2013","8","343","3","4","51429476","51424070","Funcionamiento","8","343"
"2013","8","343","3","4","428616832","385437173","Personal","8","343"
"2013","10","380","3","4","7931860","7903335","Funcionamiento","10","380"
"2013","10","380","3","4","36167872","33853115","Personal","10","380"
"2013","12","420","3","4","764070","761656","Funcionamiento","12","420"
"2013","12","421","3","4","7479046","7459893","Funcionamiento","12","421"
"2013","12","421","3","4","1500000","1478222","Inversión","12","421"
"2013","12","421","3","4","33430048","28059275","Personal","12","421"
"2013","14","461","3","4","13730830","13672960","Funcionamiento","14","461"
"2013","14","461","3","4","90392607","82042661","Personal","14","461"
"2013","15","480","3","4","13918123","8519853","Funcionamiento","480","480"
"2013","15","480","3","4","143395542","143337803","Personal","480","480"
"2014","6","300","3","4","942817442","932183002","Funcionamiento","6","300"
"2014","6","300","3","4","108076408","105458426","Inversión","6","300"
"2014","6","300","3","4","3598294734","3498007638","Personal","6","300"
"2014","7","322","3","4","139190336","92656282","Funcionamiento","7","322"
"2014","7","322","3","4","11353617","6186036","Inversión","7","322"
"2014","7","322","3","4","887663","0","Personal","7","322"
"2014","8","343","3","4","54694688","54674547","Funcionamiento","8","343"
"2014","8","343","3","4","455164825","415462602","Personal","8","343"
"2014","10","380","3","4","8275516","8273700","Funcionamiento","10","380"
"2014","10","380","3","4","40860267","37025781","Personal","10","380"
"2014","12","420","3","4","2112211","1021897","Funcionamiento","12","420"
"2014","12","421","3","4","7627788","7580749","Funcionamiento","12","421"
"2014","12","421","3","4","2500000","2497935","Inversión","12","421"
"2014","12","421","3","4","33741901","27612367","Personal","12","421"
"2014","14","461","3","4","13492899","13239771","Funcionamiento","14","461"
"2014","14","461","3","4","106530569","105198717","Personal","14","461"
"2014","15","480","3","4","11941753","8325591","Funcionamiento","480","480"
"2014","15","480","3","4","144399426","138430093","Personal","480","480"
"2015","6","300","3","4","1122795003","1117376373","Funcionamiento","6","300"
"2015","6","300","3","4","55730104","54522916","Inversión","6","300"
"2015","6","300","3","4","3875842874","3756184809","Personal","6","300"
"2015","7","322","3","4","119668869","118606992","Funcionamiento","7","322"
"2015","7","322","3","4","1653617","1611236","Inversión","7","322"
"2015","7","322","3","4","340984","0","Personal","7","322"
"2015","8","343","3","4","64404673","64020337","Funcionamiento","8","343"
"2015","8","343","3","4","485906480","442018054","Personal","8","343"
